-1.00E-08,-0.166852
-9.99E-09,-0.188324
-9.98E-09,-0.188287
-9.97E-09,-0.192828
-9.95E-09,-0.199963
-9.94E-09,-0.196417
-9.93E-09,-0.198181
-9.92E-09,-0.197253
-9.90E-09,-0.198694
-9.89E-09,-0.199445
-9.88E-09,-0.201813
-9.87E-09,-0.196918
-9.85E-09,-0.202722
-9.84E-09,-0.201819
-9.83E-09,-0.206696
-9.82E-09,-0.199292
-9.80E-09,-0.20072
-9.79E-09,-0.205524
-9.78E-09,-0.202625
-9.77E-09,-0.19942
-9.75E-09,-0.199719
-9.74E-09,-0.203571
-9.73E-09,-0.201984
-9.72E-09,-0.20387
-9.70E-09,-0.202075
-9.69E-09,-0.203754
-9.68E-09,-0.201636
-9.67E-09,-0.197351
-9.65E-09,-0.188538
-9.64E-09,-0.175928
-9.63E-09,-0.147961
-9.62E-09,-0.111786
-9.60E-09,-0.100714
-9.59E-09,-0.101965
-9.58E-09,-0.0995605
-9.57E-09,-0.098877
-9.55E-09,-0.0962097
-9.54E-09,-0.0856751
-9.53E-09,-0.0807983
-9.52E-09,-0.0769531
-9.50E-09,-0.0726257
-9.49E-09,-0.0724792
-9.48E-09,-0.0715759
-9.47E-09,-0.0670898
-9.45E-09,-0.0658997
-9.44E-09,-0.0708008
-9.43E-09,-0.0741089
-9.42E-09,-0.073584
-9.40E-09,-0.0735168
-9.39E-09,-0.0745178
-9.38E-09,-0.0747925
-9.37E-09,-0.074408
-9.35E-09,-0.0782288
-9.34E-09,-0.0762451
-9.33E-09,-0.075824
-9.32E-09,-0.080658
-9.30E-09,-0.0789917
-9.29E-09,-0.0815308
-9.28E-09,-0.0824097
-9.27E-09,-0.085199
-9.25E-09,-0.0839355
-9.24E-09,-0.0966309
-9.23E-09,-0.117847
-9.22E-09,-0.139911
-9.20E-09,-0.162079
-9.19E-09,-0.17276
-9.18E-09,-0.186182
-9.17E-09,-0.188287
-9.15E-09,-0.196777
-9.14E-09,-0.197479
-9.13E-09,-0.201489
-9.12E-09,-0.20224
-9.10E-09,-0.201392
-9.09E-09,-0.200226
-9.08E-09,-0.200812
-9.07E-09,-0.202509
-9.05E-09,-0.201544
-9.04E-09,-0.199872
-9.03E-09,-0.197198
-9.02E-09,-0.196021
-9.00E-09,-0.197321
-8.99E-09,-0.199963
-8.98E-09,-0.201227
-8.97E-09,-0.202319
-8.95E-09,-0.201666
-8.94E-09,-0.203766
-8.93E-09,-0.196295
-8.92E-09,-0.202692
-8.90E-09,-0.20719
-8.89E-09,-0.204138
-8.88E-09,-0.204828
-8.87E-09,-0.202374
-8.85E-09,-0.202936
-8.84E-09,-0.204785
-8.83E-09,-0.204352
-8.82E-09,-0.203217
-8.80E-09,-0.205389
-8.79E-09,-0.206
-8.78E-09,-0.204541
-8.77E-09,-0.205035
-8.75E-09,-0.205334
-8.74E-09,-0.205804
-8.73E-09,-0.205402
-8.72E-09,-0.206097
-8.70E-09,-0.210065
-8.69E-09,-0.207965
-8.68E-09,-0.205048
-8.67E-09,-0.206366
-8.65E-09,-0.207697
-8.64E-09,-0.208234
-8.63E-09,-0.208752
-8.62E-09,-0.207947
